# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "Name" "-a" "NCTC8325.gff3.gz" "-o" "counts.tsv" "SRR935091.sorted.bam" "SRR935090.sorted.bam" "SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR935091.sorted.bam	SRR935090.sorted.bam	SRR935092.sorted.bam
ABD31193-1	Chromosome	2018697	2018870	-	174	0	0	5
ABD31194-1	Chromosome	2019321	2020361	+	1041	1	0	0
ABD31195-1	Chromosome	2020418	2021260	-	843	6	6	4
ABD31196-1	Chromosome	2021257	2021739	-	483	0	0	1
ABD31197-1	Chromosome	2021874	2022398	-	525	1	0	2
ABD31198-1	Chromosome	2022519	2023082	+	564	3	7	9
ABD31199-1	Chromosome	2023148	2023888	-	741	2	0	3
ABD31200-1	Chromosome	2023888	2024760	-	873	1	0	4
ABD31201-1	Chromosome	2024757	2025437	-	681	0	0	2
ABD31202-1	Chromosome	2025438	2026334	-	897	1	0	5
ABD31203-1	Chromosome	2026331	2026711	-	381	0	1	5
ABD31204-1	Chromosome	2026970	2027146	-	177	0	0	3
ABD31205-1	Chromosome	2027389	2027487	-	99	0	0	0
ABD31206-1	Chromosome	2027687	2028973	+	1287	3	11	14
ABD31207-1	Chromosome	2029297	2029587	-	291	0	0	0
ABD31208-1	Chromosome	2029598	2031352	-	1755	1	0	0
ABD31209-1	Chromosome	2031741	2031938	+	198	0	0	0
ABD31210-1	Chromosome	2032310	2032489	+	180	0	0	0
ABD31211-1	Chromosome	2032569	2032724	-	156	0	0	0
ABD31212-1	Chromosome	2032800	2033060	+	261	0	0	0
ABD31213-1	Chromosome	2033113	2033463	-	351	0	0	0
EBG00001047348-1	Chromosome	2033622	2033763	+	142	0	0	0
ABD31214-1	Chromosome	2034146	2034595	+	450	0	0	0
ABD31215-1	Chromosome	2034690	2034986	-	297	0	0	0
ABD31216-1	Chromosome	2035675	2036166	-	492	0	0	0
ABD31217-1	Chromosome	2036357	2037112	-	756	0	0	0
ABD31218-1	Chromosome	2037124	2037378	-	255	0	0	0
ABD31219-1	Chromosome	2037430	2037537	+	108	0	0	0
ABD31220-1	Chromosome	2037590	2037766	-	177	0	0	0
EBG00001047280-1	Chromosome	2037618	2037797	+	180	0	0	0
ABD31221-1	Chromosome	2037916	2038212	-	297	0	0	0
ABD31222-1	Chromosome	2038270	2038557	-	288	0	0	0
ABD31223-1	Chromosome	2038604	2038756	-	153	0	0	0
ABD31224-1	Chromosome	2038746	2042531	-	3786	0	0	0
ABD31225-1	Chromosome	2042547	2044037	-	1491	0	0	0
ABD31226-1	Chromosome	2044037	2048689	-	4653	0	0	0
ABD31227-1	Chromosome	2048745	2048867	-	123	0	0	0
ABD31228-1	Chromosome	2048927	2049373	-	447	0	0	0
ABD31229-1	Chromosome	2049438	2050391	-	954	0	0	0
ABD31230-1	Chromosome	2050392	2050772	-	381	0	0	0
ABD31231-1	Chromosome	2050769	2051146	-	378	0	0	0
ABD31232-1	Chromosome	2051146	2051481	-	336	0	0	0
ABD31233-1	Chromosome	2051468	2051800	-	333	0	0	0
ABD31234-1	Chromosome	2051809	2051967	-	159	0	0	0
ABD31235-1	Chromosome	2052003	2053250	-	1248	0	0	0
ABD31236-1	Chromosome	2053338	2053922	-	585	0	0	0
ABD31237-1	Chromosome	2053915	2055105	-	1191	0	0	0
ABD31238-1	Chromosome	2055171	2055410	-	240	0	0	0
ABD31239-1	Chromosome	2055385	2057079	-	1695	0	0	0
ABD31240-1	Chromosome	2057082	2057549	-	468	0	0	0
ABD31241-1	Chromosome	2057679	2058023	-	345	0	0	0
ABD31242-1	Chromosome	2058039	2058491	-	453	0	0	0
ABD31243-1	Chromosome	2058606	2059076	-	471	0	0	0
ABD32063-1	Chromosome	2058983	2059195	+	213	0	0	0
ABD31244-1	Chromosome	2059299	2059448	-	150	0	0	0
ABD31245-1	Chromosome	2059445	2059651	-	207	0	0	0
ABD31246-1	Chromosome	2059668	2059841	-	174	0	0	0
ABD31247-1	Chromosome	2059878	2060414	-	537	0	0	0
ABD31248-1	Chromosome	2060407	2060601	-	195	0	0	0
ABD31249-1	Chromosome	2060564	2060818	-	255	0	0	0
ABD31250-1	Chromosome	2060811	2061200	-	390	0	0	0
ABD31251-1	Chromosome	2061197	2061544	-	348	0	0	0
ABD31252-1	Chromosome	2061608	2061856	-	249	0	0	0
ABD31253-1	Chromosome	2061857	2062228	-	372	0	0	0
ABD31254-1	Chromosome	2062229	2062414	-	186	0	0	0
ABD31255-1	Chromosome	2062419	2062823	-	405	0	0	0
ABD31256-1	Chromosome	2062834	2063055	-	222	0	0	0
ABD31257-1	Chromosome	2063068	2063226	-	159	0	0	0
ABD31258-1	Chromosome	2063220	2063999	-	780	0	0	0
ABD31259-1	Chromosome	2064009	2064779	-	771	0	0	0
ABD31260-1	Chromosome	2064845	2065126	+	282	0	0	0
ABD31261-1	Chromosome	2065265	2065936	-	672	0	0	0
ABD31262-1	Chromosome	2065949	2066500	-	552	0	0	0
ABD31263-1	Chromosome	2066531	2067310	-	780	0	0	0
ABD31264-1	Chromosome	2067303	2067524	-	222	0	0	0
ABD31265-1	Chromosome	2067534	2067794	-	261	0	0	0
ABD31266-1	Chromosome	2067887	2068048	-	162	0	0	0
ABD31267-1	Chromosome	2068045	2068365	-	321	0	0	0
ABD31268-1	Chromosome	2068424	2069056	+	633	0	0	0
ABD31269-1	Chromosome	2069071	2069211	-	141	0	0	0
ABD31270-1	Chromosome	2069242	2069439	-	198	0	0	0
ABD31271-1	Chromosome	2069455	2069676	-	222	0	0	0
ABD31272-1	Chromosome	2069848	2070204	-	357	0	0	0
ABD31273-1	Chromosome	2070261	2070800	+	540	0	0	0
ABD31274-1	Chromosome	2070824	2071084	-	261	0	0	0
ABD31275-1	Chromosome	2071102	2071326	-	225	0	0	0
ABD31276-1	Chromosome	2071485	2072255	+	771	0	0	0
ABD31277-1	Chromosome	2072469	2072636	+	168	0	0	0
ABD31278-1	Chromosome	2072672	2072818	+	147	0	0	0
ABD31279-1	Chromosome	2072815	2073429	-	615	0	0	0
ABD31280-1	Chromosome	2073537	2074574	+	1038	0	0	0
ABD31281-1	Chromosome	2074631	2075455	+	825	0	0	2
ABD31282-1	Chromosome	2075693	2076709	-	1017	2	1	0
ABD31283-1	Chromosome	2076731	2077786	-	1056	1	1	0
ABD31284-1	Chromosome	2078221	2079444	+	1224	0	0	0
ABD31285-1	Chromosome	2079816	2080661	-	846	1	0	1
ABD31286-1	Chromosome	2080723	2081634	-	912	0	0	0
ABD31287-1	Chromosome	2081795	2083102	+	1308	0	1	1
ABD31288-1	Chromosome	2083955	2084398	-	444	0	0	0
ABD31289-1	Chromosome	2084504	2084941	-	438	0	0	0
ABD31290-1	Chromosome	2085259	2085849	-	591	0	0	0
ABD31291-1	Chromosome	2085846	2086058	-	213	0	0	0
ABD31292-1	Chromosome	2086191	2086538	+	348	0	0	0
ABD31293-1	Chromosome	2086760	2088376	-	1617	7	15	70
ABD31294-1	Chromosome	2088452	2088736	-	285	0	1	10
ABD31295-1	Chromosome	2088911	2089654	+	744	2	2	8
ABD31296-1	Chromosome	2089679	2090938	-	1260	0	2	5
ABD31297-1	Chromosome	2091135	2091761	+	627	1	0	1
ABD31298-1	Chromosome	2092122	2092907	+	786	0	1	2
EBG00001047420-1	Chromosome	2093158	2093673	+	516	0	0	8
ABD31299-1	Chromosome	2093504	2093638	-	135	0	0	0
ABD31300-1	Chromosome	2093874	2094443	+	570	0	0	10
ABD31301-1	Chromosome	2094440	2094580	+	141	0	2	3
ABD31302-1	Chromosome	2094653	2095897	+	1245	0	0	22
ABD31303-1	Chromosome	2096006	2096632	+	627	2	1	14
ABD31304-1	Chromosome	2096704	2096811	+	108	0	0	0
ABD31305-1	Chromosome	2096999	2097958	-	960	2	2	7
ABD31306-1	Chromosome	2097955	2099439	-	1485	0	3	2
ABD31307-1	Chromosome	2099588	2100538	-	951	0	0	1
ABD31308-1	Chromosome	2100721	2101971	-	1251	0	0	1
ABD31309-1	Chromosome	2102179	2102403	-	225	1	0	0
ABD31310-1	Chromosome	2102463	2103449	-	987	1	1	0
ABD31311-1	Chromosome	2103846	2104481	-	636	1	8	8
ABD31312-1	Chromosome	2104734	2106662	+	1929	4	1	3
ABD31313-1	Chromosome	2106807	2106935	-	129	0	0	0
ABD31314-1	Chromosome	2107024	2108634	+	1611	0	1	5
ABD31315-1	Chromosome	2108736	2109761	-	1026	2	1	7
ABD31316-1	Chromosome	2109754	2110164	-	411	1	0	0
ABD31317-1	Chromosome	2110191	2110853	-	663	0	3	2
ABD31318-1	Chromosome	2110834	2111268	-	435	0	0	1
ABD32064-1	Chromosome	2111333	2111488	+	156	0	0	1
EBG00001047212-1	Chromosome	2111497	2111701	-	205	0	1	0
ABD31319-1	Chromosome	2111806	2113494	+	1689	2	0	0
ABD31320-1	Chromosome	2113522	2115291	+	1770	0	0	1
ABD31321-1	Chromosome	2115291	2115545	+	255	0	0	0
ABD31322-1	Chromosome	2115682	2116686	+	1005	0	0	0
ABD31323-1	Chromosome	2116716	2118245	+	1530	1	1	0
ABD31324-1	Chromosome	2118248	2119294	+	1047	0	0	0
ABD31325-1	Chromosome	2119308	2120678	+	1371	0	1	0
ABD31326-1	Chromosome	2120679	2121251	+	573	0	0	0
ABD31327-1	Chromosome	2121266	2122534	+	1269	0	1	0
ABD31328-1	Chromosome	2122583	2122738	-	156	0	0	0
EBG00001047245-1	Chromosome	2122744	2122858	+	115	0	0	0
SAOUHSC_R00014-1	Chromosome	2122744	2122858	-	115	0	0	0
SAOUHSC_R0009-1	Chromosome	2122931	2125853	-	2923	0	0	0
EBG00001047324-1	Chromosome	2122931	2125853	+	2923	0	0	0
EBG00001047425-1	Chromosome	2123437	2123544	+	108	0	0	0
EBG00001047392-1	Chromosome	2125687	2125841	+	155	0	0	0
SAOUHSC_R0004-1	Chromosome	2126400	2127954	-	1555	0	0	0
EBG00001047380-1	Chromosome	2126404	2127948	+	1545	0	0	0
SAOUHSC_T00025-1	Chromosome	2128072	2128145	-	74	0	0	0
EBG00001047381-1	Chromosome	2128075	2128145	+	71	0	0	0
SAOUHSC_T00034-1	Chromosome	2128165	2128250	-	86	0	0	0
EBG00001047267-1	Chromosome	2128168	2128250	+	83	0	0	0
ABD31329-1	Chromosome	2128216	2128323	-	108	0	0	0
ABD31330-1	Chromosome	2128897	2129352	-	456	0	1	5
ABD31331-1	Chromosome	2129345	2131495	-	2151	1	7	11
ABD31332-1	Chromosome	2131929	2132699	-	771	4	8	9
ABD31333-1	Chromosome	2132674	2133183	-	510	1	2	4
ABD31334-1	Chromosome	2133155	2133481	-	327	3	1	3
ABD31335-1	Chromosome	2133600	2134388	-	789	3	1	5
ABD31336-1	Chromosome	2134363	2134653	-	291	1	1	3
ABD32065-1	Chromosome	2134741	2134974	+	234	0	1	1
ABD31337-1	Chromosome	2134939	2135301	-	363	0	3	7
ABD31338-1	Chromosome	2135298	2135468	-	171	0	2	5
ABD31339-1	Chromosome	2135553	2136701	-	1149	4	3	5
ABD31340-1	Chromosome	2136767	2137126	-	360	0	1	2
ABD31341-1	Chromosome	2137130	2137621	-	492	1	0	1
ABD31342-1	Chromosome	2137608	2139191	-	1584	2	3	8
ABD31343-1	Chromosome	2139184	2139663	-	480	0	0	0
ABD31344-1	Chromosome	2139872	2140432	-	561	1	0	2
ABD31345-1	Chromosome	2140452	2142425	-	1974	1	1	0
ABD31346-1	Chromosome	2142498	2144174	-	1677	0	0	0
ABD31347-1	Chromosome	2144198	2144308	-	111	0	0	0
ABD31348-1	Chromosome	2144446	2147103	+	2658	0	0	1
ABD31349-1	Chromosome	2147103	2147798	+	696	1	0	0
ABD31350-1	Chromosome	2148167	2149687	-	1521	4	50	60
ABD31351-1	Chromosome	2150204	2151562	-	1359	6	12	15
ABD31352-1	Chromosome	2151577	2152647	-	1071	3	6	13
ABD31353-1	Chromosome	2152965	2154167	+	1203	1	0	10
ABD31354-1	Chromosome	2154431	2154568	-	138	0	0	1
ABD31355-1	Chromosome	2154696	2154905	-	210	0	0	0
ABD31356-1	Chromosome	2154917	2155210	-	294	0	2	1
ABD31357-1	Chromosome	2155376	2156860	+	1485	1	4	5
ABD31358-1	Chromosome	2156888	2157535	+	648	0	2	3
ABD31359-1	Chromosome	2157595	2157702	-	108	0	0	0
ABD31360-1	Chromosome	2157710	2157802	-	93	1	0	1
ABD31361-1	Chromosome	2158348	2159220	-	873	15	13	41
ABD31362-1	Chromosome	2159306	2159947	-	642	0	1	0
ABD31363-1	Chromosome	2159949	2160740	-	792	0	1	0
ABD31364-1	Chromosome	2160724	2161554	-	831	1	0	0
ABD31365-1	Chromosome	2161547	2162236	-	690	0	0	0
ABD31366-1	Chromosome	2162336	2162467	-	132	0	0	0
ABD31367-1	Chromosome	2162622	2163317	-	696	0	1	3
ABD31368-1	Chromosome	2163706	2164101	-	396	0	0	1
ABD31369-1	Chromosome	2164232	2164735	+	504	0	1	0
ABD31370-1	Chromosome	2164794	2165234	-	441	2	3	6
ABD31371-1	Chromosome	2165268	2166533	-	1266	2	8	26
ABD31372-1	Chromosome	2166644	2166877	-	234	1	0	1
ABD31373-1	Chromosome	2167009	2167101	-	93	0	0	0
ABD31374-1	Chromosome	2167439	2167843	-	405	15	4	19
ABD31375-1	Chromosome	2167863	2169275	-	1413	29	32	59
ABD31376-1	Chromosome	2169297	2170094	-	798	18	20	39
ABD31377-1	Chromosome	2170194	2171702	-	1509	29	35	49
ABD31378-1	Chromosome	2171724	2172263	-	540	17	7	17
ABD31379-1	Chromosome	2172263	2172784	-	522	11	14	14
ABD31380-1	Chromosome	2172982	2173194	-	213	7	9	11
ABD31381-1	Chromosome	2173237	2173965	-	729	22	16	30
ABD31382-1	Chromosome	2173986	2174438	-	453	11	9	6
ABD31383-1	Chromosome	2174506	2175633	-	1128	1	2	17
ABD31384-1	Chromosome	2175657	2176286	-	630	2	2	11
ABD31385-1	Chromosome	2176314	2177552	-	1239	3	19	22
ABD31386-1	Chromosome	2177579	2178103	-	525	2	3	4
ABD31387-1	Chromosome	2178210	2178629	-	420	1	1	0
ABD31388-1	Chromosome	2178626	2179723	-	1098	4	3	2
ABD31389-1	Chromosome	2179756	2180508	-	753	2	4	16
ABD31390-1	Chromosome	2180579	2181655	-	1077	4	7	13
ABD31391-1	Chromosome	2181656	2182255	-	600	4	4	4
ABD31392-1	Chromosome	2182602	2182856	-	255	13	33	66
ABD31393-1	Chromosome	2182974	2184290	-	1317	36	14	33
ABD31394-1	Chromosome	2184537	2185964	-	1428	6	5	17
ABD31395-1	Chromosome	2186202	2186537	-	336	1	3	5
ABD31396-1	Chromosome	2186626	2187885	-	1260	1	4	8
ABD31397-1	Chromosome	2188351	2189211	-	861	16	46	200
ABD31398-1	Chromosome	2189429	2189950	+	522	0	1	5
ABD31399-1	Chromosome	2190059	2191669	-	1611	9	14	34
ABD31400-1	Chromosome	2192005	2192535	-	531	1	6	18
ABD31401-1	Chromosome	2192647	2193507	-	861	0	1	4
ABD32066-1	Chromosome	2193721	2193879	-	159	0	0	0
ABD31402-1	Chromosome	2193931	2194734	+	804	0	1	2
ABD31403-1	Chromosome	2194864	2195535	-	672	5	4	18
ABD31404-1	Chromosome	2195934	2197127	-	1194	3	1	3
ABD31405-1	Chromosome	2197127	2198311	-	1185	0	0	0
ABD31406-1	Chromosome	2198622	2199092	+	471	1	1	6
ABD31407-1	Chromosome	2199244	2199594	-	351	0	0	1
ABD31408-1	Chromosome	2199608	2200909	-	1302	0	3	1
ABD31409-1	Chromosome	2200893	2201021	+	129	0	0	1
ABD31410-1	Chromosome	2201188	2201850	-	663	0	1	1
ABD31411-1	Chromosome	2202165	2202875	+	711	1	10	24
ABD31412-1	Chromosome	2202996	2203439	-	444	64	10	5
ABD31413-1	Chromosome	2203639	2204052	-	414	1	0	1
ABD31414-1	Chromosome	2204510	2205883	-	1374	6	7	15
ABD31415-1	Chromosome	2206555	2206785	-	231	0	0	0
ABD31416-1	Chromosome	2206816	2207673	-	858	0	5	5
ABD31417-1	Chromosome	2207609	2207833	-	225	0	0	0
ABD31418-1	Chromosome	2208190	2208855	-	666	0	0	0
ABD31419-1	Chromosome	2209007	2209327	+	321	3	0	0
ABD31420-1	Chromosome	2209329	2210309	+	981	2	2	2
ABD31421-1	Chromosome	2210575	2211666	+	1092	4	12	34
ABD31422-1	Chromosome	2212109	2212213	-	105	0	1	0
EBG00001047286-1	Chromosome	2212116	2212296	+	181	0	0	1
ABD31423-1	Chromosome	2212638	2212841	-	204	0	0	1
ABD31424-1	Chromosome	2212900	2214036	-	1137	0	0	0
ABD31425-1	Chromosome	2214325	2214417	+	93	0	0	0
ABD32067-1	Chromosome	2214493	2214651	+	159	0	0	0
ABD31426-1	Chromosome	2215122	2215979	-	858	1	1	2
ABD31427-1	Chromosome	2216047	2216829	-	783	0	0	0
ABD31428-1	Chromosome	2217061	2218866	-	1806	6	18	30
ABD31429-1	Chromosome	2219547	2221085	+	1539	0	1	1
ABD31430-1	Chromosome	2221120	2223252	+	2133	0	0	0
ABD31431-1	Chromosome	2223264	2223698	+	435	0	0	0
ABD31432-1	Chromosome	2223698	2224804	+	1107	0	1	0
ABD31433-1	Chromosome	2225123	2232559	-	7437	0	1	1
ABD31434-1	Chromosome	2232836	2234191	-	1356	1	7	9
ABD31435-1	Chromosome	2234218	2235150	-	933	0	9	8
ABD31436-1	Chromosome	2235152	2235961	-	810	2	5	7
ABD31437-1	Chromosome	2236150	2237058	-	909	0	0	2
EBG00001047401-1	Chromosome	2237218	2237275	+	58	0	0	0
ABD31438-1	Chromosome	2237284	2238486	+	1203	1	0	0
ABD31439-1	Chromosome	2238622	2238726	+	105	0	0	0
SAOUHSC_T00037-1	Chromosome	2238714	2238789	-	76	0	0	0
EBG00001047322-1	Chromosome	2238717	2238789	+	73	0	0	0
ABD31440-1	Chromosome	2238752	2238868	-	117	0	0	0
SAOUHSC_T00017-1	Chromosome	2238793	2238867	-	75	0	0	0
EBG00001047304-1	Chromosome	2238796	2238867	+	72	0	0	0
SAOUHSC_T00058-1	Chromosome	2238877	2238960	-	84	0	0	0
EBG00001047221-1	Chromosome	2238880	2238960	+	81	0	0	0
SAOUHSC_T00061-1	Chromosome	2238990	2239065	-	76	0	0	0
EBG00001047325-1	Chromosome	2238993	2239065	+	73	0	0	0
EBG00001047372-1	Chromosome	2239073	2239144	+	72	0	0	0
SAOUHSC_T00020-1	Chromosome	2239073	2239144	-	72	0	0	0
SAOUHSC_T00010-1	Chromosome	2239146	2239220	-	75	0	0	0
EBG00001047385-1	Chromosome	2239149	2239220	+	72	0	0	0
EBG00001047240-1	Chromosome	2239231	2239345	+	115	0	0	0
SAOUHSC_R00015-1	Chromosome	2239231	2239345	-	115	0	0	0
EBG00001047329-1	Chromosome	2239418	2242340	+	2923	0	0	0
SAOUHSC_R00010-1	Chromosome	2239418	2242340	-	2923	0	0	0
EBG00001047371-1	Chromosome	2239924	2240031	+	108	0	0	0
EBG00001047411-1	Chromosome	2242174	2242328	+	155	0	0	0
SAOUHSC_T00029-1	Chromosome	2242631	2242707	-	77	0	0	0
EBG00001047283-1	Chromosome	2242634	2242707	+	74	0	0	0
SAOUHSC_R0005-1	Chromosome	2242800	2244356	-	1557	0	0	0
EBG00001047308-1	Chromosome	2242804	2244350	+	1547	0	0	0
ABD31441-1	Chromosome	2244539	2244724	-	186	0	0	0
ABD31442-1	Chromosome	2244932	2245819	-	888	0	3	8
ABD31443-1	Chromosome	2246027	2247469	-	1443	0	1	3
ABD31444-1	Chromosome	2247791	2248264	-	474	1	0	3
ABD31445-1	Chromosome	2248363	2249706	-	1344	1	2	7
ABD31446-1	Chromosome	2249883	2250566	-	684	2	5	2
ABD31447-1	Chromosome	2250585	2251772	-	1188	3	5	10
ABD31448-1	Chromosome	2251816	2252331	-	516	0	1	2
ABD31449-1	Chromosome	2252508	2252768	+	261	0	0	1
ABD31450-1	Chromosome	2252900	2254093	-	1194	0	2	3
ABD31451-1	Chromosome	2254506	2255474	-	969	0	2	3
ABD31452-1	Chromosome	2255471	2256502	-	1032	0	0	1
ABD31453-1	Chromosome	2256514	2257497	-	984	0	4	8
ABD31454-1	Chromosome	2257663	2257788	+	126	0	0	0
ABD31455-1	Chromosome	2257889	2258959	-	1071	1	1	1
ABD31456-1	Chromosome	2258966	2260723	-	1758	4	1	1
ABD31457-1	Chromosome	2260710	2261903	-	1194	1	1	0
ABD31458-1	Chromosome	2262005	2263981	+	1977	1	2	7
ABD31459-1	Chromosome	2264437	2265237	+	801	0	0	0
ABD31460-1	Chromosome	2265255	2265554	+	300	0	0	0
ABD31461-1	Chromosome	2265717	2266061	+	345	0	0	0
ABD31462-1	Chromosome	2266097	2266606	-	510	7	0	0
ABD31463-1	Chromosome	2266669	2266908	-	240	0	0	0
ABD31464-1	Chromosome	2266921	2267457	-	537	2	0	0
ABD31465-1	Chromosome	2267632	2269194	-	1563	2	0	0
ABD31466-1	Chromosome	2269501	2270502	-	1002	0	0	1
ABD31467-1	Chromosome	2270736	2271737	-	1002	0	4	10
ABD31468-1	Chromosome	2272020	2272904	-	885	0	0	0
ABD31469-1	Chromosome	2273155	2274567	-	1413	0	0	0
ABD31470-1	Chromosome	2274585	2276297	-	1713	0	0	0
ABD31471-1	Chromosome	2276303	2276614	-	312	0	0	0
ABD31472-1	Chromosome	2276636	2277616	-	981	0	0	0
ABD31473-1	Chromosome	2277620	2278552	-	933	0	0	0
ABD31474-1	Chromosome	2278565	2279080	-	516	0	0	0
ABD31475-1	Chromosome	2279096	2279524	-	429	0	0	0
ABD31476-1	Chromosome	2279892	2280683	-	792	6	0	1
ABD31477-1	Chromosome	2280889	2281629	+	741	1	0	2
ABD32068-1	Chromosome	2281666	2281827	+	162	0	0	1
ABD31478-1	Chromosome	2281920	2282528	-	609	0	0	0
ABD31479-1	Chromosome	2282790	2282915	-	126	0	0	0
ABD31480-1	Chromosome	2283135	2283983	-	849	0	2	4
ABD31481-1	Chromosome	2284053	2284469	-	417	0	0	0
ABD31482-1	Chromosome	2284713	2284880	+	168	0	0	0
ABD31483-1	Chromosome	2284877	2287300	+	2424	0	0	1
ABD31484-1	Chromosome	2287360	2288214	-	855	0	0	1
ABD31485-1	Chromosome	2288425	2289240	-	816	0	0	0
ABD31486-1	Chromosome	2289534	2289959	+	426	0	0	1
ABD31487-1	Chromosome	2290323	2291027	-	705	0	0	4
ABD31488-1	Chromosome	2291064	2292728	-	1665	1	2	9
ABD31489-1	Chromosome	2292961	2293200	+	240	0	0	0
ABD31490-1	Chromosome	2293182	2293364	-	183	0	0	0
ABD31491-1	Chromosome	2293918	2295324	-	1407	0	1	2
ABD31492-1	Chromosome	2295453	2296589	-	1137	1	0	1
ABD31493-1	Chromosome	2296590	2296682	-	93	0	0	0
ABD31494-1	Chromosome	2296639	2297334	-	696	0	0	0
ABD31495-1	Chromosome	2297395	2297688	-	294	0	0	0
ABD31496-1	Chromosome	2297685	2298782	-	1098	0	0	1
ABD32069-1	Chromosome	2298943	2299110	+	168	0	0	0
ABD31497-1	Chromosome	2299327	2299725	-	399	11	47	86
ABD31498-1	Chromosome	2299739	2300176	-	438	5	60	84
ABD31499-1	Chromosome	2300416	2301219	-	804	1	4	3
ABD31500-1	Chromosome	2301224	2302030	-	807	0	2	4
ABD31501-1	Chromosome	2302020	2302880	-	861	0	1	1
ABD31502-1	Chromosome	2302877	2303686	-	810	0	2	1
EBG00001047393-1	Chromosome	2302993	2303058	-	66	0	0	0
EBG00001047398-1	Chromosome	2304035	2304098	+	64	1	3	2
ABD31503-1	Chromosome	2304224	2304592	-	369	8	23	31
ABD31504-1	Chromosome	2304609	2305553	-	945	29	74	93
ABD31505-1	Chromosome	2305628	2306017	-	390	11	38	33
ABD31506-1	Chromosome	2306041	2306406	-	366	10	17	26
ABD31507-1	Chromosome	2306429	2306542	-	114	6	10	6
ABD31508-1	Chromosome	2306574	2306792	-	219	6	8	13
ABD31509-1	Chromosome	2306985	2307632	-	648	11	29	43
ABD31510-1	Chromosome	2307649	2308941	-	1293	21	56	81
ABD31511-1	Chromosome	2308941	2309381	-	441	11	23	30
ABD31512-1	Chromosome	2309398	2309577	-	180	2	10	14
ABD31513-1	Chromosome	2309594	2310094	-	501	11	33	36
ABD31514-1	Chromosome	2310115	2310474	-	360	9	29	32
ABD31515-1	Chromosome	2310505	2311041	-	537	13	28	46
ABD31516-1	Chromosome	2311066	2311464	-	399	8	29	27
ABD31517-1	Chromosome	2311496	2311666	-	171	2	10	11
ABD31518-1	Chromosome	2311704	2312243	-	540	7	30	32
ABD31519-1	Chromosome	2312270	2312587	-	318	9	23	19
ABD31520-1	Chromosome	2312623	2312991	-	369	6	30	23
ABD31521-1	Chromosome	2313023	2313286	-	264	6	19	22
ABD31522-1	Chromosome	2313310	2313519	-	210	5	12	14
ABD31523-1	Chromosome	2313509	2313943	-	435	8	27	35
ABD31524-1	Chromosome	2313946	2314599	-	654	19	53	42
ABD31525-1	Chromosome	2314623	2314976	-	354	12	19	26
ABD31526-1	Chromosome	2315005	2315283	-	279	5	26	32
ABD31527-1	Chromosome	2315350	2316183	-	834	32	90	123
ABD31528-1	Chromosome	2316216	2316491	-	276	3	25	28
ABD31529-1	Chromosome	2316491	2317114	-	624	21	53	67
ABD31530-1	Chromosome	2317141	2317803	-	663	17	61	81
ABD31531-1	Chromosome	2318496	2318885	+	390	0	1	6
ABD31532-1	Chromosome	2319077	2320255	-	1179	8	19	9
ABD31533-1	Chromosome	2320524	2322659	-	2136	3	3	7
ABD31534-1	Chromosome	2322685	2322780	-	96	0	0	0
ABD31535-1	Chromosome	2322846	2323733	+	888	0	0	7
ABD31536-1	Chromosome	2323914	2324777	+	864	18	9	9
ABD31537-1	Chromosome	2324894	2325025	-	132	2	0	4
ABD31538-1	Chromosome	2325196	2326086	-	891	3	1	1
ABD31539-1	Chromosome	2326237	2326401	+	165	0	1	1
ABD31540-1	Chromosome	2326646	2326963	+	318	2	2	4
ABD31541-1	Chromosome	2327150	2330317	-	3168	4	3	1
ABD31542-1	Chromosome	2330434	2331699	-	1266	2	5	14
ABD31543-1	Chromosome	2332088	2332339	+	252	0	0	1
ABD31544-1	Chromosome	2332331	2333095	-	765	0	1	0
ABD31545-1	Chromosome	2333257	2333697	+	441	0	0	0
ABD31546-1	Chromosome	2333690	2334901	+	1212	0	0	1
ABD31547-1	Chromosome	2335005	2335355	-	351	1	0	2
ABD31548-1	Chromosome	2335481	2335651	+	171	0	0	0
ABD31549-1	Chromosome	2335708	2335851	-	144	0	0	0
ABD31550-1	Chromosome	2335823	2335942	-	120	0	0	0
ABD31551-1	Chromosome	2336046	2337068	-	1023	0	3	5
ABD31552-1	Chromosome	2337088	2337687	-	600	0	1	0
ABD31553-1	Chromosome	2337694	2337927	-	234	0	0	0
ABD31554-1	Chromosome	2337933	2338379	-	447	2	0	1
ABD31555-1	Chromosome	2338393	2338878	-	486	0	1	1
ABD31556-1	Chromosome	2338875	2340134	-	1260	0	0	4
ABD31557-1	Chromosome	2340197	2340691	+	495	1	1	1
ABD31558-1	Chromosome	2340693	2341199	-	507	0	0	1
ABD31559-1	Chromosome	2341230	2342234	-	1005	0	2	1
ABD31560-1	Chromosome	2342404	2343009	-	606	0	0	1
ABD31561-1	Chromosome	2343010	2343681	-	672	1	2	0
ABD31562-1	Chromosome	2343695	2344477	-	783	0	2	1
ABD31563-1	Chromosome	2344767	2345564	+	798	0	3	3
ABD31564-1	Chromosome	2345736	2346506	-	771	0	0	2
ABD31565-1	Chromosome	2346578	2347132	-	555	0	0	2
ABD31566-1	Chromosome	2347253	2348194	-	942	0	0	0
ABD31567-1	Chromosome	2348593	2349501	-	909	0	6	6
